number,priority,group,target_query,intent_phrase,proposed_url,action,final_url,matched_url,matched_title,matched_kind,match_score,score_margin,confidence,decision_reason,second_url,second_score
73,P0,介護・親,森町 介護 費用,介護 費用,/kaigo/guide-13/,MERGE,/life/parents-care/long-term-care-insurance/,/life/parents-care/long-term-care-insurance/,静岡県森町の介護保険｜申請・保険料・施設の相談先 | 森町ライフハック,life,76.0,0.0,high,既存URLの主要意図・本文を手動確認し「介護保険」へ統合。不足: description(60字),/life/parents-care/community-support-center/,122.67
74,P0,介護・親,森町 介護 住宅改修,介護 住宅改修,/kaigo/guide-14/,MERGE,/life/parents-care/long-term-care-insurance/,/life/parents-care/long-term-care-insurance/,静岡県森町の介護保険｜申請・保険料・施設の相談先 | 森町ライフハック,life,70.5,0.0,high,既存URLの主要意図・本文を手動確認し「介護保険」へ統合。不足: description(60字),/life/parents-care/community-support-center/,101.0
75,P0,介護・親,森町 介護 福祉用具,介護 福祉用具,/kaigo/guide-15/,MERGE,/life/parents-care/long-term-care-insurance/,/life/parents-care/long-term-care-insurance/,静岡県森町の介護保険｜申請・保険料・施設の相談先 | 森町ライフハック,life,70.5,0.0,high,既存URLの主要意図・本文を手動確認し「介護保険」へ統合。不足: description(60字),/life/parents-care/community-support-center/,101.0
76,P0,介護・親,森町 親 一人暮らし,親 一人暮らし,/kaigo/guide-16/,MERGE,/life/parents-care/check-parents/,/life/parents-care/check-parents/,離れて暮らす親が心配なとき、静岡県森町の地域包括支援センター係にまず相談する | 森町ライフハック,life,113.31,8.0,high,既存URLの主要意図・本文を手動確認し「一人暮らしの親」へ統合,/questions/parents-care-check-parents/,105.31
77,P0,介護・親,森町 高齢者 見守り,高齢者 見守り,/kaigo/guide-17/,KEEP,/life/parents-care/check-parents/,/life/parents-care/check-parents/,離れて暮らす親が心配なとき、静岡県森町の地域包括支援センター係にまず相談する | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 高齢者 見守り」へ統合,/questions/parents-care-check-parents/,268.0
78,P0,介護・親,森町 介護 離職,介護 離職,/kaigo/guide-18/,MERGE,/life/parents-care/long-term-care-insurance/,/life/parents-care/long-term-care-insurance/,静岡県森町の介護保険｜申請・保険料・施設の相談先 | 森町ライフハック,life,76.0,0.0,high,既存URLの主要意図・本文を手動確認し「介護保険」へ統合。不足: description(60字),/life/parents-care/community-support-center/,122.67
79,P0,介護・親,森町 親 施設入所 実家,親 施設入所 実家,/kaigo/guide-19/,MERGE,/life/parents-care/find-nursing-home/,/life/parents-care/find-nursing-home/,静岡県森町の介護施設探しは、介護サービス情報公表システムで種類から選ぶ | 森町ライフハック,life,59.33,2.46,high,既存URLの主要意図・本文を手動確認し「親が入る介護施設を探す」へ統合,/life/end-of-life/inherited-house/,56.87
80,P0,介護・親,森町 介護 空き家,介護 空き家,/kaigo/guide-20/,MERGE,/life/end-of-life/inherited-house/,/life/end-of-life/inherited-house/,静岡県森町の親の家をどうするか｜使う・貸す・売る・解体の決め方 | 森町ライフハック,life,104.75,0.0,high,既存URLの主要意図・本文を手動確認し「空き家」へ統合,/life/parents-care/community-support-center/,109.93
81,P1,ごみ・生活環境,森町 ごみ 収集日,ごみ 収集日,/gomi/guide-01/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,134.75,61.81,high,既存URLの主要意図・本文を手動確認し「収集日」へ統合。不足: description(58字),/life/moving-out/bulk-garbage-cleaning/,72.94
82,P1,ごみ・生活環境,森町 ごみ 分別,ごみ 分別,/gomi/guide-02/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,122.67,28.24,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/start-living-how-to-garbage/,94.43
83,P1,ごみ・生活環境,森町 粗大ごみ,粗大ごみ,/gomi/guide-03/,UPDATE,/life/start-living/bulky-garbage-dropoff/,/life/start-living/bulky-garbage-dropoff/,静岡県森町で粗大ごみを出す。持ち込み先は中遠広域粗大ごみ処理施設（磐田市）。 | 森町ライフハック,life,276.0,0.0,high,既存URLの主要意図・本文を手動確認し「森町 粗大ごみ」へ統合。不足: description(82字),/life/start-living/bulky-garbage-dropoff/,276.0
84,P1,ごみ・生活環境,森町 ごみ 持ち込み,ごみ 持ち込み,/gomi/guide-04/,MERGE,/life/start-living/bulky-garbage-dropoff/,/life/start-living/bulky-garbage-dropoff/,静岡県森町で粗大ごみを出す。持ち込み先は中遠広域粗大ごみ処理施設（磐田市）。 | 森町ライフハック,life,174.39,73.39,high,既存URLの主要意図・本文を手動確認し「粗大ごみ持ち込み」へ統合。不足: description(82字),/life/start-living/how-to-garbage/,101.0
85,P1,ごみ・生活環境,森町 燃えるごみ,燃えるごみ,/gomi/guide-05/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,87.43,36.99,high,既存URLの主要意図・本文を手動確認し「ごみ」へ統合。不足: description(58字),/life/moving-out/bulk-garbage-cleaning/,50.44
86,P1,ごみ・生活環境,森町 燃えないごみ,燃えないごみ,/gomi/guide-06/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,78.5,30.5,high,既存URLの主要意図・本文を手動確認し「ごみ」へ統合。不足: description(58字),/life/moving-out/bulk-garbage-cleaning/,48.0
87,P1,ごみ・生活環境,森町 資源ごみ,資源ごみ,/gomi/guide-07/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,100.17,46.67,high,既存URLの主要意図・本文を手動確認し「ごみ」へ統合。不足: description(58字),/life/moving-out/bulk-garbage-cleaning/,53.5
88,P1,ごみ・生活環境,森町 古紙 回収,古紙 回収,/gomi/guide-08/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,41.71,15.71,high,既存URLの主要意図・本文を手動確認し「収集日」へ統合。不足: description(58字),/life/moving-out/,26.0
89,P1,ごみ・生活環境,森町 家電 捨て方,家電 捨て方,/gomi/guide-09/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,36.0,8.0,high,既存URLの主要意図・本文を手動確認し「ごみの出し方」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,77.17
90,P1,ごみ・生活環境,森町 テレビ 処分,テレビ 処分,/gomi/guide-10/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,41.71,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,57.42
91,P1,ごみ・生活環境,森町 冷蔵庫 処分,冷蔵庫 処分,/gomi/guide-11/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,41.71,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,57.42
92,P1,ごみ・生活環境,森町 洗濯機 処分,洗濯機 処分,/gomi/guide-12/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,41.71,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,57.42
93,P1,ごみ・生活環境,森町 エアコン 処分,エアコン 処分,/gomi/guide-13/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,39.75,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,56.21
94,P1,ごみ・生活環境,森町 パソコン 処分,パソコン 処分,/gomi/guide-14/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,39.75,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,56.21
95,P1,ごみ・生活環境,森町 布団 捨て方,布団 捨て方,/gomi/guide-15/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,36.0,3.66,high,既存URLの主要意図・本文を手動確認し「ごみの出し方」へ統合。不足: description(58字),/life/start-living/bulky-garbage-dropoff/,40.67
96,P1,ごみ・生活環境,森町 家具 捨て方,家具 捨て方,/gomi/guide-16/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,36.0,8.0,high,既存URLの主要意図・本文を手動確認し「ごみの出し方」へ統合。不足: description(58字),/questions/start-living-bulky-garbage-dropoff/,69.83
97,P1,ごみ・生活環境,森町 枝 木 処分,枝 木 処分,/gomi/guide-17/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,44.33,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,51.33
98,P1,ごみ・生活環境,森町 草 処分,草 処分,/gomi/guide-18/,MERGE,/life/start-living/how-to-garbage/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,48.0,8.0,high,既存URLの主要意図・本文を手動確認し「分別」へ統合。不足: description(58字),/questions/moving-out-bulk-garbage-cleaning/,60.5
99,P1,ごみ・生活環境,森町 引越し ごみ,引越し ごみ,/gomi/guide-19/,MERGE,/life/moving-out/bulk-garbage-cleaning/,/life/moving-out/bulk-garbage-cleaning/,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で | 静岡県森町ライフハック,life,90.81,19.12,high,既存URLの主要意図・本文を手動確認し「森町 引っ越し ごみ 処分」へ統合,/life/moving-out/bulk-garbage-cleaning/,90.81
100,P1,ごみ・生活環境,森町 大量ごみ,大量ごみ,/gomi/guide-20/,MERGE,/life/moving-out/bulk-garbage-cleaning/,/life/moving-out/bulk-garbage-cleaning/,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で | 静岡県森町ライフハック,life,67.25,32.92,high,既存URLの主要意図・本文を手動確認し「粗大ごみ」へ統合,/life/moving-out/bulk-garbage-cleaning/,67.25
101,P1,行政手続き,森町 転入届,転入届,/tetsuzuki/guide-01/,UPDATE,/life/start-living/moved-in/,/life/start-living/moved-in/,静岡県森町に引っ越してきたら、転入届→マイナンバー→水道→ごみ→犬の登録の順で片づける。 | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 転入届」へ統合。不足: description(88字),/questions/start-living-moved-in/,268.0
102,P1,行政手続き,森町 転出届,転出届,/tetsuzuki/guide-02/,KEEP,/life/moving-out/move-out-notice/,/life/moving-out/move-out-notice/,転出届は引っ越し予定日の14日前から住民生活課住民係で | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 転出届」へ統合,/questions/moving-out-move-out-notice/,268.0
103,P1,行政手続き,森町 転居届,転居届,/tetsuzuki/guide-03/,MERGE,/life/start-living/moved-in/,/life/start-living/moved-in/,静岡県森町に引っ越してきたら、転入届→マイナンバー→水道→ごみ→犬の登録の順で片づける。 | 森町ライフハック,life,62.67,0.0,high,既存URLの主要意図・本文を手動確認し「森町 転入届」へ統合。不足: description(88字),/life/start-living/moved-in/,62.67
104,P1,行政手続き,森町 住民票,住民票,/tetsuzuki/guide-04/,KEEP,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,276.0,0.0,high,既存URLの主要意図・本文を手動確認し「住民票」へ統合,/life/start-living/resident-registration/,276.0
105,P1,行政手続き,森町 戸籍謄本,戸籍謄本,/tetsuzuki/guide-05/,MERGE,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,153.86,8.0,high,既存URLの主要意図・本文を手動確認し「戸籍謄本がいる」へ統合,/questions/start-living-certificates/,145.86
106,P1,行政手続き,森町 印鑑証明,印鑑証明,/tetsuzuki/guide-06/,KEEP,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,276.0,130.14,high,既存URLの主要意図・本文を手動確認し「印鑑証明」へ統合,/questions/start-living-certificates/,145.86
107,P1,行政手続き,森町 印鑑登録,印鑑登録,/tetsuzuki/guide-07/,MERGE,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,53.5,3.93,high,既存URLの主要意図・本文を手動確認し「印鑑証明」へ統合,/life/start-living/certificates/,53.5
108,P1,行政手続き,森町 マイナンバーカード,マイナンバーカード,/tetsuzuki/guide-08/,UPDATE,/life/start-living/mynumber/,/life/start-living/mynumber/,静岡県森町でマイナンバーカードを申請から受け取りまで進める。窓口はタブレット申請にも対応。 | 森町ライフハック,life,276.0,102.14,high,既存URLの主要意図・本文を手動確認し「マイナンバーカード」へ統合。不足: description(88字),/questions/start-living-mynumber/,173.86
109,P1,行政手続き,森町 住所変更,住所変更,/tetsuzuki/guide-09/,UPDATE,/life/start-living/moved-in/,/life/start-living/moved-in/,静岡県森町に引っ越してきたら、転入届→マイナンバー→水道→ごみ→犬の登録の順で片づける。 | 森町ライフハック,life,276.0,130.14,high,既存URLの主要意図・本文を手動確認し「住所変更」へ統合。不足: description(88字),/questions/start-living-moved-in/,145.86
110,P1,行政手続き,森町 世帯分離,世帯分離,/tetsuzuki/guide-10/,CREATE,/life/start-living/household-separation/,/life/start-living/how-to-garbage/,静岡県森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み | 森町ライフハック,life,44.33,7.33,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/family-grow/single-parent-support/,37.0
111,P1,行政手続き,森町 住民票 コンビニ,住民票 コンビニ,/tetsuzuki/guide-11/,UPDATE,/life/start-living/resident-registration/,/life/start-living/resident-registration/,静岡県森町で住民票を急ぎで手に入れる。コンビニ交付なら毎日6:30-23:00、200円。 | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 住民票 コンビニ」へ統合。不足: description(84字),/questions/start-living-resident-registration/,268.0
112,P1,行政手続き,森町 戸籍 郵送,戸籍 郵送,/tetsuzuki/guide-12/,MERGE,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,122.67,52.17,high,既存URLの主要意図・本文を手動確認し「戸籍」へ統合,/life/moving-out/move-out-notice/,70.5
113,P1,行政手続き,森町 住民票 郵送,住民票 郵送,/tetsuzuki/guide-13/,MERGE,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,134.75,0.0,high,既存URLの主要意図・本文を手動確認し「住民票」へ統合,/life/start-living/resident-registration/,134.75
114,P1,行政手続き,森町 住民票 委任状,住民票 委任状,/tetsuzuki/guide-14/,MERGE,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,122.67,0.0,high,既存URLの主要意図・本文を手動確認し「住民票」へ統合,/life/start-living/resident-registration/,122.67
115,P1,行政手続き,森町 印鑑証明 委任状,印鑑証明 委任状,/tetsuzuki/guide-15/,MERGE,/life/start-living/certificates/,/life/start-living/certificates/,静岡県森町の証明書の選び方｜住民票・戸籍・印鑑証明の取り方 | 森町ライフハック,life,131.36,59.43,high,既存URLの主要意図・本文を手動確認し「印鑑証明」へ統合,/questions/start-living-certificates/,71.93
116,P1,行政手続き,森町 引っ越し 手続き,引っ越し 手続き,/tetsuzuki/guide-16/,MERGE,/life/living-soon/moving-decided/,/life/living-soon/moving-decided/,引っ越しが決まったら、何をいつまでにやるかを順番に整理する。 | 静岡県森町ライフハック,life,135.0,0.0,high,既存URLの主要意図・本文を手動確認し「引っ越し準備」へ統合,/life/moving-out/moving-away/,276.0
117,P1,行政手続き,森町 水道 開始,水道 開始,/tetsuzuki/guide-17/,UPDATE,/life/start-living/water-start-stop-fees/,/life/start-living/water-start-stop-fees/,静岡県森町で水道の使用開始・中止を届け出る。期限は閉開栓日の前日まで（土日祝除く）。 | 森町ライフハック,life,276.0,188.56,high,既存URLの主要意図・本文を手動確認し「水道開始」へ統合。不足: description(88字),/questions/start-living-water-start-stop-fees/,87.44
118,P1,行政手続き,森町 水道 停止,水道 停止,/tetsuzuki/guide-18/,UPDATE,/life/start-living/water-start-stop-fees/,/life/start-living/water-start-stop-fees/,静岡県森町で水道の使用開始・中止を届け出る。期限は閉開栓日の前日まで（土日祝除く）。 | 森町ライフハック,life,276.0,196.07,high,既存URLの主要意図・本文を手動確認し「水道停止」へ統合。不足: description(88字),/life/start-living/water-sewer/,79.93
119,P1,行政手続き,森町 犬 住所変更,犬 住所変更,/tetsuzuki/guide-19/,MERGE,/life/moving-out/dog-ownership-change/,/life/moving-out/dog-ownership-change/,犬の登録変更は、静岡県森町発行の愛犬カードと鑑札を持って転出先の役所へ | 森町ライフハック,life,81.5,75.89,high,既存URLの主要意図・本文を手動確認し「犬登録変更」へ統合,/life/moving-out/dog-ownership-change/,81.5
120,P1,行政手続き,森町 原付 住所変更,原付 住所変更,/tetsuzuki/guide-20/,MERGE,/life/work-life/light-vehicle-tax/,/life/work-life/light-vehicle-tax/,静岡県森町の軽自動車税は、排気量・車種ごとの税額を町民税係で確認する | 森町ライフハック,life,-4.0,68.15,high,既存URLの主要意図・本文を手動確認し「」へ統合。不足: description(88字),/questions/start-living-moved-in/,74.35
121,P1,税金・保険・年金,森町 固定資産税,固定資産税,/zeikin/guide-01/,UPDATE,/life/housing/property-tax/,/life/housing/property-tax/,静岡県森町の土地・家屋の税金は、固定資産税・都市計画税の課税内容と手続きを分けて確認する | 森町ライフハック,life,246.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 固定資産税」へ統合。不足: description(73字),/questions/housing-property-tax/,238.0
122,P1,税金・保険・年金,森町 住民税,住民税,/zeikin/guide-02/,UPDATE,/life/work-life/resident-tax/,/life/work-life/resident-tax/,静岡県森町の住民税（町・県民税）は、納付方法と電子申告を税務課で確認する | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 住民税」へ統合。不足: description(81字),/questions/work-life-resident-tax/,268.0
123,P1,税金・保険・年金,森町 町民税,町民税,/zeikin/guide-03/,MERGE,/life/work-life/resident-tax/,/life/work-life/resident-tax/,静岡県森町の住民税（町・県民税）は、納付方法と電子申告を税務課で確認する | 森町ライフハック,life,62.67,0.7,high,既存URLの主要意図・本文を手動確認し「森町 住民税」へ統合。不足: description(81字),/life/work-life/light-vehicle-tax/,90.33
124,P1,税金・保険・年金,森町 軽自動車税,軽自動車税,/zeikin/guide-04/,UPDATE,/life/work-life/light-vehicle-tax/,/life/work-life/light-vehicle-tax/,静岡県森町の軽自動車税は、排気量・車種ごとの税額を町民税係で確認する | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 軽自動車税」へ統合。不足: description(88字),/questions/work-life-light-vehicle-tax/,268.0
125,P1,税金・保険・年金,森町 国民健康保険,国民健康保険,/zeikin/guide-05/,MERGE,/life/work-life/national-health-insurance-tax/,/life/work-life/national-health-insurance-tax/,静岡県森町の国民健康保険税は、税務課町民税係で税率・減免を確認する | 森町ライフハック,life,186.05,89.95,high,既存URLの主要意図・本文を手動確認し「森町 国民健康保険税」へ統合。不足: description(85字),/life/work-life/national-health-insurance-tax/,186.05
126,P1,税金・保険・年金,森町 国民年金,国民年金,/zeikin/guide-06/,UPDATE,/life/work-life/nhk-pension/,/life/work-life/nhk-pension/,静岡県森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 国民年金 手続き」へ統合。不足: description(86字),/questions/work-life-nhk-pension/,268.0
127,P1,税金・保険・年金,森町 税金 払えない,税金 払えない,/zeikin/guide-07/,KEEP,/life/troubles-consult/cannot-pay-tax/,/life/troubles-consult/cannot-pay-tax/,静岡県森町で税金が払えないとき｜差押えの前に納税相談をする | 森町ライフハック,life,246.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 税金 払えない」へ統合,/questions/troubles-consult-cannot-pay-tax/,238.0
128,P1,税金・保険・年金,森町 税金 納付方法,税金 納付方法,/zeikin/guide-08/,MERGE,/life/work-life/city-tax-payment/,/life/work-life/city-tax-payment/,静岡県森町の町税の納付方法は、口座振替・コンビニ・スマホ決済から選べる | 森町ライフハック,life,82.88,0.0,high,既存URLの主要意図・本文を手動確認し「町税の納付方法を選ぶ」へ統合。不足: description(83字),/life/work-life/tax/,101.0
129,P1,税金・保険・年金,森町 税金 コンビニ,税金 コンビニ,/zeikin/guide-09/,MERGE,/life/work-life/city-tax-payment/,/life/work-life/city-tax-payment/,静岡県森町の町税の納付方法は、口座振替・コンビニ・スマホ決済から選べる | 森町ライフハック,life,65.17,0.0,high,既存URLの主要意図・本文を手動確認し「森町の町税の納付方法は、口座振替・コンビニ・スマホ決済から選べる」へ統合。不足: description(83字),/life/work-life/tax/,101.0
130,P1,税金・保険・年金,森町 税金 口座振替,税金 口座振替,/zeikin/guide-10/,MERGE,/life/work-life/city-tax-payment/,/life/work-life/city-tax-payment/,静岡県森町の町税の納付方法は、口座振替・コンビニ・スマホ決済から選べる | 森町ライフハック,life,79.93,0.0,high,既存URLの主要意図・本文を手動確認し「口座振替にしたい」へ統合。不足: description(83字),/life/work-life/tax/,101.0
131,P1,税金・保険・年金,森町 固定資産評価証明,固定資産評価証明,/zeikin/guide-11/,MERGE,/life/work-life/tax-certificates/,/life/work-life/tax-certificates/,静岡県森町の税務証明書（所得・課税・納税証明書等）は、窓口・郵送・委任状で申請できる | 森町ライフハック,life,42.92,1.76,high,既存URLの主要意図・本文を手動確認し「森町 所得証明書」へ統合。不足: description(82字),/questions/end-of-life-property-tax-inheritance/,41.16
132,P1,税金・保険・年金,森町 所得証明,所得証明,/zeikin/guide-12/,MERGE,/life/work-life/tax-certificates/,/life/work-life/tax-certificates/,静岡県森町の税務証明書（所得・課税・納税証明書等）は、窓口・郵送・委任状で申請できる | 森町ライフハック,life,179.89,8.0,high,既存URLの主要意図・本文を手動確認し「森町 所得証明書」へ統合。不足: description(82字),/questions/work-life-tax-certificates/,171.89
133,P1,税金・保険・年金,森町 課税証明,課税証明,/zeikin/guide-13/,MERGE,/life/work-life/tax-certificates/,/life/work-life/tax-certificates/,静岡県森町の税務証明書（所得・課税・納税証明書等）は、窓口・郵送・委任状で申請できる | 森町ライフハック,life,179.89,42.72,high,既存URLの主要意図・本文を手動確認し「課税証明書」へ統合。不足: description(82字),/questions/work-life-tax-certificates/,137.17
134,P1,税金・保険・年金,森町 非課税証明,非課税証明,/zeikin/guide-14/,MERGE,/life/work-life/tax-certificates/,/life/work-life/tax-certificates/,静岡県森町の税務証明書（所得・課税・納税証明書等）は、窓口・郵送・委任状で申請できる | 森町ライフハック,life,70.0,18.15,high,既存URLの主要意図・本文を手動確認し「課税証明書」へ統合。不足: description(82字),/questions/work-life-tax-certificates/,51.85
135,P1,税金・保険・年金,森町 国保 加入,国保 加入,/zeikin/guide-15/,MERGE,/life/work-life/nhk-pension/,/life/work-life/nhk-pension/,静岡県森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする | 森町ライフハック,life,67.63,12.3,high,既存URLの主要意図・本文を手動確認し「国民健康保険・国民年金の加入と喪失を手続きする」へ統合。不足: description(86字),/life/work-life/nhk-pension/,67.63
136,P1,税金・保険・年金,森町 国保 脱退,国保 脱退,/zeikin/guide-16/,MERGE,/life/work-life/nhk-pension/,/life/work-life/nhk-pension/,静岡県森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする | 森町ライフハック,life,56.09,23.84,high,既存URLの主要意図・本文を手動確認し「森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする」へ統合。不足: description(86字),/life/work-life/nhk-pension/,56.09
137,P1,税金・保険・年金,森町 退職 国保,退職 国保,/zeikin/guide-17/,MERGE,/life/work-life/nhk-pension/,/life/work-life/nhk-pension/,静岡県森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする | 森町ライフハック,life,56.09,23.84,high,既存URLの主要意図・本文を手動確認し「森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする」へ統合。不足: description(86字),/life/work-life/nhk-pension/,56.09
138,P1,税金・保険・年金,森町 退職 年金,退職 年金,/zeikin/guide-18/,MERGE,/life/work-life/nhk-pension/,/life/work-life/nhk-pension/,静岡県森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする | 森町ライフハック,life,76.0,46.67,high,既存URLの主要意図・本文を手動確認し「森町 国民年金 手続き」へ統合。不足: description(86字),/life/work-life/nhk-pension/,76.0
139,P1,税金・保険・年金,森町 介護保険料,介護保険料,/zeikin/guide-19/,MERGE,/life/parents-care/long-term-care-insurance/,/life/parents-care/long-term-care-insurance/,静岡県森町の介護保険｜申請・保険料・施設の相談先 | 森町ライフハック,life,104.89,47.46,high,既存URLの主要意図・本文を手動確認し「介護保険」へ統合。不足: description(60字),/life/parents-care/,57.43
140,P1,税金・保険・年金,森町 固定資産税 相続,固定資産税 相続,/zeikin/guide-20/,KEEP,/life/end-of-life/property-tax-inheritance/,/life/end-of-life/property-tax-inheritance/,固定資産税の相続は、静岡県森町税務課への相続人代表者指定届を先に確認する | 森町ライフハック,life,246.0,92.49,high,既存URLの主要意図・本文を手動確認し「固定資産税相続」へ統合,/questions/end-of-life-property-tax-inheritance/,153.51
141,P1,子育て・学校,森町 児童手当,児童手当,/kosodate/guide-01/,UPDATE,/life/family-grow/child-allowance/,/life/family-grow/child-allowance/,静岡県森町の児童手当｜申請期限・支給額・必要書類 | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 児童手当」へ統合。不足: description(59字),/questions/family-grow-child-allowance/,268.0
142,P1,子育て・学校,森町 こども医療費,こども医療費,/kosodate/guide-02/,UPDATE,/life/family-grow/child-allowance/,/life/family-grow/child-allowance/,静岡県森町の児童手当｜申請期限・支給額・必要書類 | 森町ライフハック,life,276.0,168.97,high,既存URLの主要意図・本文を手動確認し「こども医療費」へ統合。不足: description(59字),/questions/family-grow-child-allowance/,107.03
