id,url,title,category,hub,risk_level,review_status,content_owner,last_verified_at,municipality_page_checked_at,national_system_checked_at,phone_verified_at,next_review_at,review_overdue,source_count,source_urls,notes
mori-life-moving-out-bulk-garbage-cleaning,/life/moving-out/bulk-garbage-cleaning/,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で,新しい場所へ,procedures,B,verified,大石浩之,2026-07-04,2026-07-04,,,2027-01-04,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/688.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/1063.html,
mori-life-moving-out-dog-ownership-change,/life/moving-out/dog-ownership-change/,犬の登録変更は、森町発行の愛犬カードと鑑札を持って転出先の役所へ,新しい場所へ,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/693.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/4302.html,
mori-life-moving-out,/life/moving-out/,📦 新しい場所へ（転出時の手続きまとめ）,新しい場所へ,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/,
mori-life-moving-out-move-out-notice,/life/moving-out/move-out-notice/,転出届は引っ越し予定日の14日前から住民生活課住民係で,新しい場所へ,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/3/2902.html,
mori-life-moving-out-moving-away,/life/moving-out/moving-away/,森町から引っ越すときは、転出届と水道廃止・ごみ・学校の手続きを一緒に確認する,新しい場所へ,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/hikkoshi_shinseikatsu/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/3/2902.html,
mori-life-moving-out-school-nursery-procedures,/life/moving-out/school-nursery-procedures/,子どもの転出は、保育所は健康こども課、学校は在学校へそれぞれ確認する,新しい場所へ,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/yochienhoikuenkakari/1/4614.html,
mori-life-parents-care-adult-guardianship,/life/parents-care/adult-guardianship/,親の判断能力が落ちても、森町独自の助成で財産と契約を守る備えをする,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/2/4000.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/index.html,
mori-life-parents-care-care-started,/life/parents-care/care-started/,親の介護が急に始まったら、森町ではまずケアプラン作成の依頼先を確認する,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/kaigohokengakari/4/1/4897.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/2/3999.html,
mori-life-parents-care-check-parents,/life/parents-care/check-parents/,離れて暮らす親が心配なとき、森町の地域包括支援センター係にまず相談する,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/2/3999.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/2/4000.html,
mori-life-parents-care-community-support-center,/life/parents-care/community-support-center/,介護の悩みは、森町直営の地域包括支援センターにまず相談する,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/index.html,
mori-life-parents-care-dementia-consultation,/life/parents-care/dementia-consultation/,親が認知症かもしれないとき、森町の地域包括支援センター係への相談から始める,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/2/4002.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/index.html,
mori-life-parents-care-elderly-transportation,/life/parents-care/elderly-transportation/,通院・買い物の「足」に、森町の公共交通利用券助成事業を確認する,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/shogaifukushikakari/8/2533.html,
mori-life-parents-care-find-nursing-home,/life/parents-care/find-nursing-home/,森町の介護施設探しは、介護サービス情報公表システムで種類から選ぶ,親のこと,care,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/kaigohokengakari/4/2/4948.html / https://www.town.morimachi.shizuoka.jp/gyosei/kenko_fukushi/kaigoyobo/5462.html,
mori-life-parents-care,/life/parents-care/,👵 親のこと,親のこと,care,A,verified,大石浩之,2026-08-06,2026-08-06,,,2026-11-06,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/chiikihokatsushiencenterkakari/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/kaigohokengakari/4/index.html,
mori-life-parents-care-long-term-care-insurance,/life/parents-care/long-term-care-insurance/,森町の介護保険｜申請・保険料・施設の相談先,親のこと,care,A,verified,大石浩之,2026-08-06,2026-08-06,,,2026-11-06,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/nenkin_kenkohoken/kaigohoken/4204.html / https://www.town.morimachi.shizuoka.jp/gyosei/kenko_fukushi/kaigoyobo/4189.html,
mori-life-play-out-cultural-facilities,/life/play-out/cultural-facilities/,森町の文化施設（ミキホール）は、開館日・予約・アクセスを先に確認する,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,3,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/901.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/912.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/3943.html,
mori-life-play-out-facilities-library-parks,/life/play-out/facilities-library-parks/,森町の公共施設は、施設ガイドから目的別に探す,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/choseijoho/machinogaiyo/machinoshisetsu/1164.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zaiseika/keiyakukanzaikakari/3/681.html,
mori-life-play-out-find-parks,/life/play-out/find-parks/,森町の公園は、駐車場・遊具の有無など目的・年齢・アクセスで選ぶ,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/morikko/odekake/4808.html / https://www.town.morimachi.shizuoka.jp/material/files/group/27/morimachi_koen_map.pdf,
mori-life-play-out,/life/play-out/,🌳 遊ぶ・使う・出かける,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/morikko/odekake/4808.html / https://www.town.morimachi.shizuoka.jp/gyosei/choseijoho/machinogaiyo/machinoshisetsu/1164.html,
mori-life-play-out-parking-access,/life/play-out/parking-access/,森町内を移動する前に、駐車場・地図・公共交通を確認する,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/422.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/somuka/gyoseigakari/8/525.html,
mori-life-play-out-rent-public-facilities,/life/play-out/rent-public-facilities/,森町の公共施設を借りる前に、窓口ごとの予約方法と利用条件を確認する,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zaiseika/keiyakukanzaikakari/3/681.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/3943.html,
mori-life-play-out-sports-facilities,/life/play-out/sports-facilities/,森町のスポーツ施設は、予約・料金・持ち物を先に確認する,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-03,2026-07-03,,,2027-07-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/shakaitaiikugakari/1/1072.html,
mori-life-play-out-swimming-pools,/life/play-out/swimming-pools/,森町のプールは、営業日・料金・持ち物を先に確認する,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-07-04,2026-07-04,,,2027-07-04,いいえ,4,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/shakaikyoikuka/shakaitaiikugakari/1/1072.html / https://www.town.morimachi.shizuoka.jp/gyosei/choseijoho/machinogaiyo/machinoshisetsu/1164.html / https://www.city.kakegawa.shizuoka.jp/,
mori-life-play-out-visit-library,/life/play-out/visit-library/,森町立図書館｜開館日・休館日・利用カードを確認,遊ぶ・使う・出かける,enjoy,C,verified,大石浩之,2026-08-06,2026-08-06,,,2027-08-06,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/toshokan/916.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/toshokan/index.html,
mori-life-start-living-bulky-garbage-dropoff,/life/start-living/bulky-garbage-dropoff/,森町で粗大ごみを出す。持ち込み先は中遠広域粗大ごみ処理施設（磐田市）。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/1063.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/4520.html,
mori-life-start-living-certificates,/life/start-living/certificates/,森町で必要な証明書を選び、最短で受け取る（住民票・戸籍・印鑑証明）,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,3,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/4826.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/2_1/2914.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/1/6/4817.html,
mori-life-start-living-city-hall-branches,/life/start-living/city-hall-branches/,森町の役場窓口は本庁舎1か所。支所・出張所はなく、水曜は時間外窓口あり。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/581.html,
mori-life-start-living-dog-registration,/life/start-living/dog-registration/,森町で犬の登録と鑑札交付を済ませる。狂犬病予防注射とあわせて手続き。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/4302.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/693.html,
mori-life-start-living-how-to-garbage,/life/start-living/how-to-garbage/,森町のごみ収集カレンダー2026｜分別・ごみの日・持ち込み,暮らし始めた,procedures,B,verified,大石浩之,2026-08-06,2026-08-05,,,2027-02-06,いいえ,3,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/692.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/gomi_navi/kateigomi/1101.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/somuka/gyoseigakari/tabunkakyousei/6821.html,森町公式（更新日2026-04-15）で、令和8年4月1日からの分別ルール変更は実施済み、令和8年度版の分別表・収集日カレンダーは配布済みと確認。改訂作業中なのは分別ガイドブックのみ。
mori-life-start-living,/life/start-living/,🧭 森町で暮らし始めた,暮らし始めた,procedures,B,verified,大石浩之,2026-08-06,2026-08-06,,,2027-02-06,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/hikkoshi_shinseikatsu/index.html,
mori-life-start-living-moved-in,/life/start-living/moved-in/,森町に引っ越してきたら、転入届→マイナンバー→水道→ごみ→犬の登録の順で片づける。,暮らし始めた,procedures,B,needs_review,大石浩之,,,,,,いいえ,3,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/3/2901.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/hikkoshi_shinseikatsu/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/3/4873.html,
mori-life-start-living-mynumber,/life/start-living/mynumber/,森町でマイナンバーカードを申請から受け取りまで進める。窓口はタブレット申請にも対応。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,3,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/1/572.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/1/4286.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/1/3600.html,
mori-life-start-living-pets-lost-animals,/life/start-living/pets-lost-animals/,森町で犬や猫がいなくなったら、住民生活課・保健所・警察の3か所へ連絡する。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/693.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/4304.html,
mori-life-start-living-public-transit,/life/start-living/public-transit/,森町の公共交通。町営バス（岡幸線・吉川線）と天竜浜名湖鉄道・秋葉バスサービスを使い分ける。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/418.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/420.html,
mori-life-start-living-resident-registration,/life/start-living/resident-registration/,森町で住民票を急ぎで手に入れる。コンビニ交付なら毎日6:30-23:00、200円。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,3,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/4826.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/2_1/2914.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/581.html,
mori-life-start-living-water-sewer,/life/start-living/water-sewer/,森町の水道料金・下水道料金｜計算方法と問い合わせ先,暮らし始めた,procedures,B,verified,大石浩之,2026-08-06,2026-08-06,,,2027-02-06,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/jogesuidoka/josuidokanrigakari/1/1/669.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/jogesuidoka/gesuidokanrigakari/1/1/394.html,
mori-life-start-living-water-start-stop-fees,/life/start-living/water-start-stop-fees/,森町で水道の使用開始・中止を届け出る。期限は閉開栓日の前日まで（土日祝除く）。,暮らし始めた,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/jogesuidoka/josuidokanrigakari/1/1/668.html,
mori-life-troubles-consult-animal-pet-consultation,/life/troubles-consult/animal-pet-consultation/,動物・ペットの困りごとは、森町役場「生活環境係」へ相談する。,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/3554.html,
mori-life-troubles-consult-cannot-pay-tax,/life/troubles-consult/cannot-pay-tax/,森町で町税・国保税が払えないときは、差押えの前に税務課へ相談する,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/nozeigakari/1/761.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/kokuhonenkinkakari/2/1/index.html,
mori-life-troubles-consult-child-consultation,/life/troubles-consult/child-consultation/,子どものことで不安なときは、森町「こども家庭センター」へ相談する。,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kodomokateikakari/1/837.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kodomokateikakari/1/4543.html,
mori-life-troubles-consult-consumer-fraud,/life/troubles-consult/consumer-fraud/,だまされたかも、契約してしまった。森町「町民生活センター」の消費生活相談へ早めに相談する。,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/sangyoseisakuka/kankoshinkokakari/1_1/655.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zaiseika/keiyakukanzaikakari/3/1066.html,
mori-life-troubles-consult-farmland-certificates,/life/troubles-consult/farmland/certificates/,農地の証明（耕作証明・非農地証明等）は、森町「農林政策課 農地管理係」（農業委員会事務局）へ確認する。,困った・相談したい,property,A,verified,大石浩之,2026-07-04,2026-07-04,,,2026-10-04,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/766.html,
mori-life-troubles-consult-farmland-conversion,/life/troubles-consult/farmland/conversion/,農地を宅地・駐車場にするとき（農地法4条・5条）は、森町「農林政策課 農地管理係」（農業委員会）へ事前相談する。,困った・相談したい,property,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/index.html,
mori-life-troubles-consult-farmland,/life/troubles-consult/farmland/,相続した田んぼ・畑をどうすればいいか分からないときは、森町「農林政策課 農地管理係」（農業委員会）に相談から始める。,困った・相談したい,property,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/766.html / https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/index.html,
mori-life-troubles-consult-farmland-inheritance,/life/troubles-consult/farmland/inheritance/,農地を相続したら、森町「農林政策課 農地管理係」（農業委員会）への届出から整理する。,困った・相談したい,property,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/766.html / https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/index.html,
mori-life-troubles-consult-farmland-noshin-exclusion,/life/troubles-consult/farmland/noshin-exclusion/,農振・農用地区域からの除外は、まず森町「農林政策課 農地管理係」へ土地の場所と目的を確認する。,困った・相談したい,property,A,verified,大石浩之,2026-08-05,2026-08-05,,,2026-11-05,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/index.html,
mori-life-troubles-consult-farmland-sell-or-rent,/life/troubles-consult/farmland/sell-or-rent/,使っていない農地を売りたい・貸したいときは、森町「農林政策課 農地管理係」（農業委員会）へ相談する。,困った・相談したい,property,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/norinseisakuka/nochikanrikakari/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/noringyo/index.html,
mori-life-troubles-consult-foreign-resident-consultation,/life/troubles-consult/foreign-resident-consultation/,外国人住民の手続きは、森町「住民生活課 住民係」で住民登録と相談先を分けて確認する。,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/koseki_juminhyo_inkanshomei/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/shoubou/3939.html,
mori-life-troubles-consult,/life/troubles-consult/,🧩 困った・相談したい（森町の相談窓口まとめ）,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/3/567.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zaiseika/keiyakukanzaikakari/3/1066.html,
mori-life-troubles-consult-legal-general-consultation,/life/troubles-consult/legal-general-consultation/,誰に相談すればいいか分からない悩みは、森町「暮らしの相談窓口」（無料法律相談等）へつなぐ。,困った・相談したい,trouble,A,verified,大石浩之,2026-07-03,2026-07-03,,,2026-10-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/3/567.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zaiseika/keiyakukanzaikakari/3/1066.html,
mori-life-troubles-consult-living-costs-trouble,/life/troubles-consult/living-costs-trouble/,生活費が足りないとき、森町にはひとりで抱えず相談できる窓口がある,困った・相談したい,trouble,A,verified,大石浩之,2026-07-04,2026-07-04,,,2026-10-04,いいえ,3,https://shizuoka-wel.jp/jiritu/mori/ / https://www.pref.shizuoka.jp/kensei/shisetsu/kenkoiryofukushi/1008915.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/index.html,
mori-life-troubles-consult-road-repair-mirror,/life/troubles-consult/road-repair-mirror/,道路の穴・カーブミラーの不具合は、森町「建設課 管理係」へ通報する。,困った・相談したい,trouble,A,verified,大石浩之,2026-07-04,2026-07-04,,,2026-10-04,いいえ,5,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kensetsuka/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kensetsuka/kanrigakari/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kensetsuka/kanrigakari/2/416.html,
mori-life-work-life-city-tax-payment,/life/work-life/city-tax-payment/,森町の町税の納付方法は、口座振替・コンビニ・スマホ決済から選べる,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/zeikin/nofu/1373.html,
mori-life-work-life,/life/work-life/,💴 働く・暮らす（森町版）,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/,
mori-life-work-life-job-change,/life/work-life/job-change/,森町の就職・転職は、求人検索はハローワーク磐田、支援情報は町の就職支援ページを確認する,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/shushokushien/index.html,
mori-life-work-life-job-recruitment,/life/work-life/job-recruitment/,森町職員採用情報は、パブリックコネクト森町ページで募集要項を確認する,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/somuka/shokuingakari/1/6496.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/somuka/shokuingakari/1/5868.html,
mori-life-work-life-light-vehicle-tax,/life/work-life/light-vehicle-tax/,森町の軽自動車税は、排気量・車種ごとの税額を町民税係で確認する,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/1/3/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/1/3/715.html,
mori-life-work-life-national-health-insurance-tax,/life/work-life/national-health-insurance-tax/,森町の国民健康保険税は、税務課町民税係で税率・減免を確認する,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/2/1/index.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/1/1/4711.html,
mori-life-work-life-nhk-pension,/life/work-life/nhk-pension/,森町の国民健康保険・国民年金は、住民生活課国保年金係で手続きする,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/kokuhonenkinkakari/2/1/index.html,
mori-life-work-life-resident-tax,/life/work-life/resident-tax/,森町の住民税（町・県民税）は、納付方法と電子申告を税務課で確認する,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,2,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/zeikin/nofu/1373.html / https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/chominzeigakari/1/1/716.html,
mori-life-work-life-start-business,/life/work-life/start-business/,森町の起業・創業は、産業課と森町企業立地・雇用促進特設サイトで相談する,働く・暮らす,procedures,B,verified,大石浩之,2026-07-03,2026-07-03,,,2027-01-03,いいえ,1,https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/kigyoshien/5216.html,
