url,title,h1,category,new_hub,new_hub_label,intent,primary_keyword,official_source,verified_at,action,merge_target,priority,owner,status,section,slug,page_type,department,audience,description,tel,official_source_count,canonical,has_faq_jsonld,has_breadcrumb_jsonld,exposes_raw_keys,bytes
/discover/guide-pet-evacuation-preparation/,静岡県森町のペット同行避難準備｜同室とは限らない避難所確認と持出品,静岡県森町のペット同行避難準備｜同室とは限らない避難所確認と持出品,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1129.html,,keep,,P3,大石浩之,作業中,discover,guide-pet-evacuation-preparation,detail,,,静岡県周智郡森町で犬や猫と避難する家庭向けに、同行避難と同室飼育の違い、避難所への確認事項、ケージ練習、7日分を見据えた備蓄、迷子対策、代替預け先を一次情報から整理します。,,5,https://morimachi.enshu-lifehack.com/discover/guide-pet-evacuation-preparation/,False,True,False,36145
/discover/guide-post-earthquake-home-safety-record/,静岡県森町で地震後に自宅へ戻る前に｜安全確保・写真記録・公的確認,静岡県森町で地震後に自宅へ戻る前に｜安全確保・写真記録・公的確認,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1129.html,,keep,,P3,大石浩之,作業中,discover,guide-post-earthquake-home-safety-record,detail,,,静岡県周智郡森町で地震後に自宅へ戻る前の安全確保、外観と周辺道路の写真記録、応急危険度判定、罹災証明、電気・ガスの注意点を、専門判断を妨げない順序で解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-post-earthquake-home-safety-record/,False,True,False,36799
/discover/guide-postnatal-health-checkups/,静岡県森町の産婦健康診査｜受診票・2週間と1か月・県外受診の手続,静岡県森町の産婦健康診査｜受診票・2週間と1か月・県外受診の手続,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kosodate_kyoiku/ninshin_shussan/1457.html,,keep,,P3,大石浩之,作業中,discover,guide-postnatal-health-checkups,detail,,,静岡県周智郡森町の産婦健康診査について、2週間・1か月の受診時期、受診票、助成上限、県外や里帰り先での受診、転入時の確認、産後相談との違いを一次情報で整理します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-postnatal-health-checkups/,False,True,False,37753
/discover/guide-power-outage-home-preparation/,静岡県森町の停電対策｜冷蔵庫・照明・通信と復電時の安全確認,静岡県森町の停電対策｜冷蔵庫・照明・通信と復電時の安全確認,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/shoubou/6618.html,,keep,,P3,大石浩之,作業中,discover,guide-power-outage-home-preparation,detail,,,静岡県周智郡森町で停電に備える実用ガイド。照明・通信・冷蔵庫・医療機器の優先順位、感震ブレーカー、復電時の通電火災防止を一次情報から解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-power-outage-home-preparation/,False,True,False,35803
/discover/guide-pregnancy-family-information-sharing/,静岡県森町で妊娠情報を家族共有する｜健診予定・緊急連絡・パートナーの役割,静岡県森町で妊娠情報を家族共有する｜健診予定・緊急連絡・パートナーの役割,discover,,,,,https://www.town.morimachi.shizuoka.jp/morikko/ninshin_shussan/4811.html,,keep,,P3,大石浩之,作業中,discover,guide-pregnancy-family-information-sharing,detail,,,静岡県周智郡森町で妊娠中の家族向けに、健診予定、緊急連絡、家事・移動、父親・パートナーの手続、母子保健情報を本人同意とプライバシーに配慮して整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-pregnancy-family-information-sharing/,False,True,False,40042
/discover/guide-pregnancy-transfer-in-checklist/,静岡県森町へ妊娠中に転入｜母子健康手帳と妊婦健診受診票の切替チェックリスト,静岡県森町へ妊娠中に転入｜母子健康手帳と妊婦健診受診票の切替チェックリスト,discover,,,,,https://www.town.morimachi.shizuoka.jp/morikko/ninshin_shussan/4811.html,,keep,,P3,大石浩之,作業中,discover,guide-pregnancy-transfer-in-checklist,detail,,,静岡県周智郡森町へ妊娠中に転入する人向けに、母子健康手帳の継続使用、妊婦健診受診票の差し替え、受診済回数、多胎・県外受診、次回予約までを一次情報で整理します。,,6,https://morimachi.enshu-lifehack.com/discover/guide-pregnancy-transfer-in-checklist/,False,True,False,41811
/discover/guide-prenatal-health-checkups/,静岡県森町の妊婦健康診査｜受診票・県外受診・転入・多胎の手続,静岡県森町の妊婦健康診査｜受診票・県外受診・転入・多胎の手続,discover,,,,,https://www.town.morimachi.shizuoka.jp/morikko/ninshin_shussan/4805.html,,keep,,P3,大石浩之,作業中,discover,guide-prenatal-health-checkups,detail,,,静岡県周智郡森町の妊婦健康診査について、母子健康手帳交付時の受診票16回分、多胎妊婦の追加5回分、県外・里帰り受診の費用助成、転入時の受診票交付を一次情報から整理します。,,5,https://morimachi.enshu-lifehack.com/discover/guide-prenatal-health-checkups/,False,True,False,39651
/discover/guide-property-tax-house-demolition-notice/,静岡県森町で家屋を取り壊した後の手続｜滅失登記・固定資産税・土地特例,静岡県森町で家屋を取り壊した後の手続｜滅失登記・固定資産税・土地特例,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/shisanzeigakari/1/faq/1053.html,,keep,,P3,大石浩之,作業中,discover,guide-property-tax-house-demolition-notice,detail,,,静岡県周智郡森町で家屋を解体した後に必要な建物滅失登記と町への取り壊し届、1月1日の課税基準、未登記家屋、土地の住宅用地特例を一次情報から整理します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-property-tax-house-demolition-notice/,False,True,False,37524
/discover/guide-public-transport-lost-property/,静岡県森町の電車・バスで忘れ物｜運行者・カード停止・警察への連絡順,静岡県森町の電車・バスで忘れ物｜運行者・カード停止・警察への連絡順,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/420.html,,keep,,P3,大石浩之,作業中,discover,guide-public-transport-lost-property,detail,,,静岡県周智郡森町の天浜線、秋葉バス、町営バスで忘れ物をしたとき、便・座席の伝え方、カード停止、運行者と警察への連絡、本人確認を一次情報から整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-public-transport-lost-property/,False,True,False,41870
/discover/guide-reading-school-management-information/,静岡県森町の学校運営情報を保護者が読む｜学校だより・年間計画・学校評価の整理法,静岡県森町の学校運営情報を保護者が読む｜学校だより・年間計画・学校評価の整理法,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/gakkokyoikuka/index.html,,keep,,P3,大石浩之,作業中,discover,guide-reading-school-management-information,detail,,,静岡県周智郡森町の保護者向けに、学校だより、年間計画、学校評価、学校運営協議会、行事変更を読み分け、家庭の確認記録へ落とす方法を一次情報に沿って解説します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-reading-school-management-information/,False,True,False,49684
/discover/guide-resident-record-code-confirmation/,静岡県森町で住民票コードを確認する｜マイナンバーとの違いと記載入り住民票の請求,静岡県森町で住民票コードを確認する｜マイナンバーとの違いと記載入り住民票の請求,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/2_1/2914.html,,keep,,P3,大石浩之,作業中,discover,guide-resident-record-code-confirmation,detail,,,静岡県周智郡森町で住民票コードが必要になった人に向け、マイナンバーとの違い、窓口・郵送で記載入り住民票を請求する方法、代理受取とコンビニ交付の注意を案内します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-resident-record-code-confirmation/,False,True,False,34587
/discover/guide-resident-record-items-certificate/,静岡県森町の住民票記載事項証明書｜指定様式と必要項目を確認,静岡県森町の住民票記載事項証明書｜指定様式と必要項目を確認,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/2_1/2914.html,,keep,,P3,大石浩之,作業中,discover,guide-resident-record-items-certificate,detail,,,静岡県周智郡森町で住民票記載事項証明書を取る前に、住民票の写しとの違い、勤務先等の指定様式、必要な表示、本人確認、代理・郵送請求の進め方を整理します。,,5,https://morimachi.enshu-lifehack.com/discover/guide-resident-record-items-certificate/,False,True,False,33414
/discover/guide-return-to-work-childcare-documents/,静岡県森町で育休から復職する保育手続き｜就労証明・ならし保育,静岡県森町で育休から復職する保育手続き｜就労証明・ならし保育,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/yochienhoikuenkakari/1/6133.html,,keep,,P3,大石浩之,作業中,discover,guide-return-to-work-childcare-documents,detail,,,静岡県周智郡森町で育児休業から復職する家庭向けに、育休終了日、復職日、入所可能月、就労証明書、ならし保育、短時間勤務、変更届、家族送迎を一つの時間軸で整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-return-to-work-childcare-documents/,False,True,False,36155
/discover/guide-road-occupancy-use-permits/,静岡県森町の道路占用・道路使用｜町道と県道、警察への申請を整理,静岡県森町の道路占用・道路使用｜町道と県道、警察への申請を整理,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kensetsuka/kanrigakari/2467.html,,keep,,P3,大石浩之,作業中,discover,guide-road-occupancy-use-permits,detail,,,静岡県森町で工事、看板、足場、催事に道路を使う前に、道路占用と道路使用の違い、町道・県道の管理者、両方の許可が関係する場合の相談順、図面や日程の整え方を一次情報に沿って解説します。,,2,https://morimachi.enshu-lifehack.com/discover/guide-road-occupancy-use-permits/,False,True,False,37057
/discover/guide-roadwork-traffic-restriction-check/,静岡県森町の道路工事・通行止め情報｜町道・県道・国道・高速を分ける,静岡県森町の道路工事・通行止め情報｜町道・県道・国道・高速を分ける,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kensetsuka/kanrigakari/2467.html,,keep,,P3,大石浩之,作業中,discover,guide-roadwork-traffic-restriction-check,detail,,,静岡県周智郡森町の道路工事・通行止めを、町道・県道・国道・新東名の管理者別に確認し、工事予告と災害規制、地図地点、迂回、出発直前の再確認を整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-roadwork-traffic-restriction-check/,False,True,False,38210
/discover/guide-school-allergy-information-preparation/,静岡県森町の学校へアレルギー情報を伝える｜管理指導表・給食・緊急薬,静岡県森町の学校へアレルギー情報を伝える｜管理指導表・給食・緊急薬,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/nyuen_nyugaku/index.html,,keep,,P3,大石浩之,作業中,discover,guide-school-allergy-information-preparation,detail,,,静岡県周智郡森町の学校へアレルギー情報を伝える家庭向けに、診断内容、学校生活管理指導表、給食、授業・行事、緊急薬、年度更新の確認順を整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-school-allergy-information-preparation/,False,True,False,37598
/discover/guide-school-choice-research-notes/,静岡県森町から進学先を調べる家庭の情報整理｜学校公式・費用・通学を同じ表で確認,静岡県森町から進学先を調べる家庭の情報整理｜学校公式・費用・通学を同じ表で確認,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/gakkokyoikuka/index.html,,keep,,P3,大石浩之,作業中,discover,guide-school-choice-research-notes,detail,,,静岡県周智郡森町から進学先を調べる家庭向けに、学校公式、学科・教育課程、費用、通学、説明会、本人希望、出願年度を同じ根拠欄で整理する方法を解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-school-choice-research-notes/,False,True,False,48004
/discover/guide-school-commute-burden-record/,静岡県森町の通学負担を記録｜時間・天候・荷物・体調の見える化,静岡県森町の通学負担を記録｜時間・天候・荷物・体調の見える化,discover,,,,,https://www.town.morimachi.shizuoka.jp/morikko/sodachi/4787.html,,keep,,P3,大石浩之,作業中,discover,guide-school-commute-burden-record,detail,,,静岡県周智郡森町で子どもの通学負担を把握するため、所要時間、待ち時間、天候、荷物、体調、送迎を別々に記録し、学校へ相談する資料の作り方を整理します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-school-commute-burden-record/,False,True,False,32340
/discover/guide-school-family-communications/,静岡県森町の学校・家庭連絡を整理｜紙・配信・欠席・緊急時の確認表,静岡県森町の学校・家庭連絡を整理｜紙・配信・欠席・緊急時の確認表,discover,,,,,https://www.town.morimachi.shizuoka.jp/morikko/sodachi/4787.html,,keep,,P3,大石浩之,作業中,discover,guide-school-family-communications,detail,,,静岡県周智郡森町の学校と家庭の連絡を、紙の配布物、学校配信、欠席連絡、緊急連絡先、きょうだい別管理、保管期限、連絡不能時に分けて整理します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-school-family-communications/,False,True,False,35164
/discover/guide-school-health-information-handover/,静岡県森町で入学前に健康情報を学校へ伝える｜健診・薬・緊急時の整理,静岡県森町で入学前に健康情報を学校へ伝える｜健診・薬・緊急時の整理,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/nyuen_nyugaku/index.html,,keep,,P3,大石浩之,作業中,discover,guide-school-health-information-handover,detail,,,静岡県周智郡森町で入学前に子どもの健康情報を学校へ引き継ぐため、就学時健診、日常の配慮、緊急時、薬、個人情報、面談の確認事項を一次情報に沿って整理します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-school-health-information-handover/,False,True,False,36142
/discover/guide-school-lunch-home-planning/,静岡県森町の学校給食だよりを家庭で活用する｜献立・体調・アレルギーの確認法,静岡県森町の学校給食だよりを家庭で活用する｜献立・体調・アレルギーの確認法,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/gakkokyoikuka/index.html,,keep,,P3,大石浩之,作業中,discover,guide-school-lunch-home-planning,detail,,,静岡県周智郡森町の家庭向けに、学校給食の献立表、食材、アレルギー、夕食の重複、欠食日、体調記録を分け、給食だよりを学校相談へつなぐ方法を解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-school-lunch-home-planning/,False,True,False,48954
/discover/guide-school-meeting-preparation/,静岡県森町の学校面談を準備｜事実・希望・子どもの意向を整理,静岡県森町の学校面談を準備｜事実・希望・子どもの意向を整理,discover,,,,,https://www.town.morimachi.shizuoka.jp/morikko/sodachi/4787.html,,keep,,P3,大石浩之,作業中,discover,guide-school-meeting-preparation,detail,,,静岡県周智郡森町の学校面談に備え、観察した事実、家庭の解釈、希望を分け、時系列、子どもの意向、持参資料、面談後の確認、緊急相談を整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-school-meeting-preparation/,False,True,False,33372
/discover/guide-school-route-family-walk/,静岡県森町の通学路を親子で歩く｜交差点・雨天・待合せの確認表,静岡県森町の通学路を親子で歩く｜交差点・雨天・待合せの確認表,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/kotsuanzen/4342.html,,keep,,P3,大石浩之,作業中,discover,guide-school-route-family-walk,detail,,,静岡県周智郡森町で小学校の通学路を親子で下見するときに、交差点、見通し、雨天、時間帯、待合せ場所、危険を感じた地点の学校への伝え方を具体的に整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-school-route-family-walk/,False,True,False,39093
/discover/guide-shelter-at-home-readiness/,静岡県森町で在宅避難を選ぶ前に｜自宅の安全・7日備蓄・支援情報,静岡県森町で在宅避難を選ぶ前に｜自宅の安全・7日備蓄・支援情報,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/4/854.html,,keep,,P3,大石浩之,作業中,discover,guide-shelter-at-home-readiness,detail,,,静岡県周智郡森町で在宅避難を選ぶために、自宅と周辺の安全確認、7日を見据えた水・食料・携帯トイレ、停電対策、支援情報の受け取り方、退避へ切り替える条件を解説します。,,5,https://morimachi.enshu-lifehack.com/discover/guide-shelter-at-home-readiness/,False,True,False,37251
/discover/guide-special-needs-education-consultation/,静岡県森町の特別支援教育・就学相談｜本人の意向と必要な支援の整理,静岡県森町の特別支援教育・就学相談｜本人の意向と必要な支援の整理,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/nyuen_nyugaku/index.html,,keep,,P3,大石浩之,作業中,discover,guide-special-needs-education-consultation,detail,,,静岡県周智郡森町で特別支援教育や就学を相談する家庭向けに、就学前と在学中の入口、学びの場の違い、本人・保護者の意向、見学、相談記録の作り方を整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-special-needs-education-consultation/,False,True,False,36220
/discover/guide-specific-health-guidance/,静岡県森町の特定保健指導｜案内が届いた後の参加方法と3か月の行動計画,静岡県森町の特定保健指導｜案内が届いた後の参加方法と3か月の行動計画,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/kokuhonenkinkakari/2/1/5697.html,,keep,,P3,大石浩之,作業中,discover,guide-specific-health-guidance,detail,,,静岡県周智郡森町の特定保健指導について、特定健診との違い、対象者の選定、動機付け支援・積極的支援、服薬中や受診勧奨時の対応、初回面接から3か月後の評価まで一次情報で整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-specific-health-guidance/,False,True,False,36947
/discover/guide-station-family-pickup-plan/,静岡県森町の駅で家族を送迎｜遅延・待合せ・雨夜の帰路を決める,静岡県森町の駅で家族を送迎｜遅延・待合せ・雨夜の帰路を決める,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/kokyokotsu/index.html,,keep,,P3,大石浩之,作業中,discover,guide-station-family-pickup-plan,detail,,,静岡県森町の駅で家族を送迎する人へ、列車時刻と遅延、待合せ地点、停車・駐車、歩行者、連絡不能、雨夜、迎えが成立しない場合の帰路を具体的に整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-station-family-pickup-plan/,False,True,False,30433
/discover/guide-student-commute-route-trial/,静岡県森町から高校へ通う前に｜朝夕・雨・部活動後を実測,静岡県森町から高校へ通う前に｜朝夕・雨・部活動後を実測,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/418.html,,keep,,P3,大石浩之,作業中,discover,guide-student-commute-route-trial,detail,,,静岡県森町から高校等へ通う前に、朝夕の駅・バス停、乗継、遅延、定期券、雨天、部活動後、家族送迎、緊急帰路を実際の時間帯で確かめる方法を解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-student-commute-route-trial/,False,True,False,37174
/discover/guide-transfer-registered-domicile/,静岡県森町の転籍届を出す前に確認｜本籍の表示と戸籍請求の変化を整理,静岡県森町の転籍届を出す前に確認｜本籍の表示と戸籍請求の変化を整理,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/2/2893.html,,keep,,P3,大石浩之,作業中,discover,guide-transfer-registered-domicile,detail,,,静岡県周智郡森町で転籍届を検討する人へ、本籍と住所の違い、新本籍の表示、届出人、提出先、本人確認、転籍後の戸籍・除籍・附票の請求先を整理します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-transfer-registered-domicile/,False,True,False,30633
/discover/guide-transit-service-status-check/,静岡県森町の電車・バス運行情報｜天浜線・秋葉バス・町営バスの確認順,静岡県森町の電車・バス運行情報｜天浜線・秋葉バス・町営バスの確認順,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/seisakukikakuka/seisakukikakugakari/4/420.html,,keep,,P3,大石浩之,作業中,discover,guide-transit-service-status-check,detail,,,静岡県周智郡森町で天浜線、秋葉バス、町営バスを使う日に、平常時刻表と当日運行情報を分け、遅延・運休時の帰路と家族・勤務先への連絡を整理します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-transit-service-status-check/,False,True,False,39555
/discover/guide-two-digital-certificates/,静岡県森町でマイナンバーカードの2種類の電子証明書を見分ける｜用途・暗証番号・失効,静岡県森町でマイナンバーカードの2種類の電子証明書を見分ける｜用途・暗証番号・失効,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/4826.html,,keep,,P3,大石浩之,作業中,discover,guide-two-digital-certificates,detail,,,静岡県周智郡森町で使う署名用・利用者証明用電子証明書について、用途、暗証番号、ロック回数、住所・氏名変更時の失効、有効期限と町窓口の確認順を案内します。,,3,https://morimachi.enshu-lifehack.com/discover/guide-two-digital-certificates/,False,True,False,35372
/discover/guide-typhoon-home-check/,静岡県森町で台風前に家を点検｜飛散物・窓・停電・避難の順番,静岡県森町で台風前に家を点検｜飛散物・窓・停電・避難の順番,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kikikanrika/kikikanrikakari/4/1060.html,,keep,,P3,大石浩之,作業中,discover,guide-typhoon-home-check,detail,,,静岡県周智郡森町の台風前住宅点検ガイド。飛散物、窓・雨戸、雨どい、停電・断水、家財移動、作業終了時刻、通過後の被害記録を一次情報から解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-typhoon-home-check/,False,True,False,33797
/discover/guide-visitor-disaster-readiness/,静岡県森町の訪問中に災害が起きたら｜現在地・交通途絶・宿泊の備え,静岡県森町の訪問中に災害が起きたら｜現在地・交通途絶・宿泊の備え,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/1129.html,,keep,,P3,大石浩之,作業中,discover,guide-visitor-disaster-readiness,detail,,,静岡県周智郡森町を観光・仕事・帰省で訪問中に災害が起きた場合の現在地確認、一時避難、道路・鉄道の運休確認、家族連絡、帰宅できない夜の宿泊代案を一次情報に沿って具体化します。,,5,https://morimachi.enshu-lifehack.com/discover/guide-visitor-disaster-readiness/,False,True,False,38103
/discover/guide-walk-to-bus-stop-check/,静岡県森町のバス停まで歩く｜往復・雨天・夜道を実測する,静岡県森町のバス停まで歩く｜往復・雨天・夜道を実測する,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/kokyokotsu/index.html,,keep,,P3,大石浩之,作業中,discover,guide-walk-to-bus-stop-check,detail,,,静岡県森町で自宅からバス停まで歩く人へ、徒歩時間、横断、見通し、照明、待ち場所を往路・帰路・雨天で実測し、乗り遅れ時の代案まで確認する方法を解説します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-walk-to-bus-stop-check/,False,True,False,30349
/discover/guide-wildfire-prevention-reporting/,静岡県森町の山火事予防と119番｜火入れ・たき火・煙発見時の行動,静岡県森町の山火事予防と119番｜火入れ・たき火・煙発見時の行動,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/1063.html,,keep,,P3,大石浩之,作業中,discover,guide-wildfire-prevention-reporting,detail,,,静岡県周智郡森町で山火事を防ぐための火入れ・たき火の事前確認、乾燥・強風時の中止、煙や炎を見た際の119番通報、山中の場所説明、安全な退避を一次情報から具体化します。,,4,https://morimachi.enshu-lifehack.com/discover/guide-wildfire-prevention-reporting/,False,True,False,37254
/discover/,静岡県森町を深く知る200ガイド｜検索・8分類対応,静岡県森町の実用ガイド,discover,,,,,,,keep,,P3,大石浩之,作業中,discover,index,hub,,,静岡県周智郡森町の観光、食、交通、子育て、健康、防災、行政手続、住まいを検索と8分類から探せる200本の長文ガイドです。600の固有キーワードを一次情報と判断順に沿って解説します。,,0,https://morimachi.enshu-lifehack.com/discover/,False,True,False,391135
/discover/inherited-property/,静岡県森町の相続不動産・実家を承継した後の確認｜名義・管理・活用を整理する,静岡県森町の相続不動産・実家を承継した後の確認｜名義・管理・活用を整理する,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/shisanzeigakari/1/faq/1051.html,,keep,,P3,大石浩之,作業中,discover,inherited-property,detail,,,静岡県周智郡森町の実家、土地、農地を相続した人へ、生活上の手続と不動産整理を分け、登記、税資料、境界、管理、売却・賃貸・保有の確認順を解説します。,,4,https://morimachi.enshu-lifehack.com/discover/inherited-property/,False,True,False,31499
/discover/koshoji-bellflowers/,静岡県森町・香勝寺のききょう｜開花確認と夏の庭園散策ガイド,静岡県森町・香勝寺のききょう｜開花確認と夏の庭園散策ガイド,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/sangyoseisakuka/kankoshinkokakari/2/6789.html,,keep,,P3,大石浩之,作業中,discover,koshoji-bellflowers,detail,,,静岡県森町の香勝寺ききょう園について、当年の開花・拝観・料金・駐車、下段から上段の歩き方、夏の暑さや虫、撮影、公共交通と花巡りを案内します。,,3,https://morimachi.enshu-lifehack.com/discover/koshoji-bellflowers/,False,True,False,30055
/discover/kotomachi-access-parking/,静岡県森町・ことまち横丁の駐車場とアクセス｜参拝と買い物を迷わずつなぐ,静岡県森町・ことまち横丁の駐車場とアクセス｜参拝と買い物を迷わずつなぐ,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kensetsuka/kanrigakari/2/414.html,,keep,,P3,大石浩之,作業中,discover,kotomachi-access-parking,detail,,,静岡県森町の小國ことまち横丁へ向かう人に、約700台表記と小國神社駐車場の関係、スマートIC、開運線バス、参拝との徒歩動線、繁忙期誘導、帰路、満車時の代案を案内します。,,3,https://morimachi.enshu-lifehack.com/discover/kotomachi-access-parking/,False,True,False,33802
/discover/kotomachi-tea-packing/,静岡県森町・ことまち横丁のお茶詰め放題｜茶種と保存から選ぶ買い方,静岡県森町・ことまち横丁のお茶詰め放題｜茶種と保存から選ぶ買い方,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kanko_bunka/kanko/index.html,,keep,,P3,大石浩之,作業中,discover,kotomachi-tea-packing,detail,,,静岡県森町・ことまち横丁のお茶詰め放題を、煎茶・くき茶・ティーバッグの違い、実演待ち、袋と保存、飲み切る量、発送、休止時の密封品、参拝前後の順から案内します。,,4,https://morimachi.enshu-lifehack.com/discover/kotomachi-tea-packing/,False,True,False,34467
/discover/kotomachi-with-kids/,静岡県森町・ことまち横丁を子連れで楽しむ｜食事量と休憩から組む家族案内,静岡県森町・ことまち横丁を子連れで楽しむ｜食事量と休憩から組む家族案内,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kanko_bunka/kanko/index.html,,keep,,P3,大石浩之,作業中,discover,kotomachi-with-kids,detail,,,静岡県森町のことまち横丁を子連れで訪れる家族へ、年齢別の食事量、休憩、トイレ・授乳確認、ベビーカー、アレルギー質問、雨天や混雑時の撤退順を案内します。,,3,https://morimachi.enshu-lifehack.com/discover/kotomachi-with-kids/,False,True,False,35356
/discover/kotomachi-yokocho-complete-guide/,静岡県森町・ことまち横丁総合ガイド｜食べ歩き、お茶、小國神社参拝を一度に楽しむ,静岡県森町・ことまち横丁総合ガイド｜食べ歩き、お茶、小國神社参拝を一度に楽しむ,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kanko_bunka/kanko/1691.html,,keep,,P3,大石浩之,作業中,discover,kotomachi-yokocho-complete-guide,detail,,,静岡県森町のことまち横丁を初めて訪れる人へ、店舗の選び方、食べ歩き、名物のお茶詰め放題、小國神社参拝との徒歩動線、駐車場、混雑時の代案を公式情報に基づいて案内します。,,2,https://morimachi.enshu-lifehack.com/discover/kotomachi-yokocho-complete-guide/,False,True,False,35500
/discover/kotomachi-yokocho-food-walk/,静岡県森町・ことまち横丁の食べ歩きガイド｜食事、甘味、お茶土産の選び方,静岡県森町・ことまち横丁の食べ歩きガイド｜食事、甘味、お茶土産の選び方,discover,,,,,https://www.town.morimachi.shizuoka.jp/gyosei/kanko_bunka/kanko/1691.html,,keep,,P3,大石浩之,作業中,discover,kotomachi-yokocho-food-walk,detail,,,静岡県森町のことまち横丁で食べ歩きをする人へ、食事・甘味・持ち帰り・お茶詰め放題の選び分け、予算の決め方、保冷、売り切れ時の代案、小國神社参拝前後の動線を公式情報に基づいて案内します。,,2,https://morimachi.enshu-lifehack.com/discover/kotomachi-yokocho-food-walk/,False,True,False,37865
