url,title,h1,category,new_hub,new_hub_label,intent,primary_keyword,official_source,verified_at,action,merge_target,priority,owner,status,section,slug,page_type,department,audience,description,tel,official_source_count,canonical,has_faq_jsonld,has_breadcrumb_jsonld,exposes_raw_keys,bytes
/life/health-medical/cancer-specific-checkups/,森町のがん検診と患者支援制度は、対象と時期を分けて確認する | 森町ライフハック,森町のがん検診と患者支援制度は、対象と時期を分けて確認する,health-medical,trouble,困った・緊急,がん検診の対象と時期を確認する,森町 がん検診,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kenkozukurikakari/2/821.html,2026-07-03,keep,,P1,大石浩之,作業中,life,cancer-specific-checkups,detail,健康こども課,住民,森町のがん検診は、20歳以上を対象とした総合検診の中に組み込まれています。あわせて、がん治療にともなう見た目のケアを支える医療用補整具の購入費助成制度もあるので、検診と患者支援は分けて確認しましょう。,0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/cancer-specific-checkups/,True,False,True,29314
/life/health-medical/dental-care/,森町の歯科・口の健康は、歯周病検診と町内の歯科医院を分けて確認する | 森町ライフハック,森町の歯科・口の健康は、歯周病検診と町内の歯科医院を分けて確認する,health-medical,trouble,困った・緊急,歯科検診と町内の歯科医院を確認する,森町 歯科 歯周病検診,https://www.town.morimachi.shizuoka.jp/gyosei/kenko_fukushi/otonanokenko_kenshin_sodan_kenkozukuri/2937.html,2026-07-04,keep,,P2,大石浩之,作業中,life,dental-care,detail,健康こども課,住民,森町の歯と口の健康は、節目年齢が対象の歯周病検診と、町内の歯科医院探しを分けて考えるとわかりやすいです。公立森町病院の歯科口腔外科は一般歯科診療ではなく、抜歯や口腔外傷などの専門対応が中心になっている点にも注意しましょう。,0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/dental-care/,True,False,True,29600
/life/health-medical/disability-services/,森町の障がい福祉サービスは、支援内容と相談窓口（福祉課）を先に分ける | 森町ライフハック,森町の障がい福祉サービスは、支援内容と相談窓口（福祉課）を先に分ける,health-medical,trouble,困った・緊急,障がい福祉サービスの内容を知る,森町 障害福祉サービス,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/shogaifukushikakari/1/665.html,2026-07-03,merge,/life/health-medical/disability-welfare/,P1,大石浩之,作業中,life,disability-services,detail,福祉課,本人 / 家族,森町の障がい福祉サービスは、福祉課 地域福祉係が窓口です。自立支援医療や重度障害者医療費助成、補装具の交付、日常生活用具の支給、タクシー券の交付など内容が幅広いので、まず窓口に相談して自分に合う制度を絞り込みましょう。,0538-85-1800,2,https://morimachi.enshu-lifehack.com/life/health-medical/disability-services/,True,False,True,29169
/life/health-medical/disability-welfare/,森町の障がい者手帳・福祉は、手帳の種類と申請窓口を分けて確認する | 森町ライフハック,森町の障がい者手帳・福祉は、手帳の種類と申請窓口を分けて確認する,health-medical,trouble,困った・緊急,障がい者手帳の取得と福祉サービスを利用する,森町 障害者手帳,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/shogaifukushikakari/1/665.html,2026-07-04,rewrite,,P1,大石浩之,作業中,life,disability-welfare,parent,福祉課,本人 / 家族,森町で障がい者手帳を取得するときは、まずどの手帳が自分に該当するかを確認しましょう。身体障害者手帳・療育手帳・精神障害者保健福祉手帳の3種類があり、それぞれ対象や判定方法が異なります。,0538-85-1800,1,https://morimachi.enshu-lifehack.com/life/health-medical/disability-welfare/,True,False,True,28468
/life/health-medical/find-hospitals/,森町で医療機関を探すときは、公立森町病院と町内診療所・広域の医療情報ネットを分けて確認する | 森町ライフハック,森町で医療機関を探すときは、公立森町病院と町内診療所・広域の医療情報ネットを分けて確認する,health-medical,trouble,困った・緊急,森町とその周辺で医療機関を探す,森町 病院 診療所,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kenkozukurikakari/3/834.html,2026-07-03,keep,,P1,大石浩之,作業中,life,find-hospitals,detail,健康こども課,住民,森町で医療機関を探すときは、公立森町病院と町内の診療所・歯科医院、そして広域の医療情報検索サイトを分けて考えるとわかりやすいです。,0538-85-0270 / 0538-85-2181 / 0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/find-hospitals/,True,False,True,29161
/life/health-medical/health-checkups/,森町の健康診断とがん検診は、総合検診・特定健診の受診券と対象条件を先に確認する | 森町ライフハック,森町の健康診断とがん検診は、総合検診・特定健診の受診券と対象条件を先に確認する,health-medical,trouble,困った・緊急,受けられる健診・検診を選ぶ,森町 健康診断 検診,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kenkozukurikakari/2/821.html,2026-07-03,keep,,P1,大石浩之,作業中,life,health-checkups,parent,健康こども課 / 特定健診は住民生活課,住民,森町の健康診断は、20歳以上を対象とした総合検診と、国保加入の40〜74歳を対象とした特定健診の2つに分かれています。窓口も総合検診は健康こども課、特定健診は住民生活課 国保年金係と異なるので、まず自分がどちらに該当するか確認しましょう。,0538-85-6313 / 0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/health-checkups/,True,False,True,29880
/life/health-medical/health-promotion/,森町の健康づくりは、生活習慣相談と健診・健康マイレージ事業を先に整理する | 森町ライフハック,森町の健康づくりは、生活習慣相談と健診・健康マイレージ事業を先に整理する,health-medical,trouble,困った・緊急,健康づくりの取り組みに参加する,森町 健康マイレージ,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/3/567.html,2026-07-04,keep,,P2,大石浩之,作業中,life,health-promotion,detail,健康こども課,住民,森町の健康づくりは、健康こども課による生活習慣相談と、健康マイレージ事業や各種検診の案内をあわせて知っておくと活用しやすくなります。まずは自分の状況に合わせて相談窓口を確認しましょう。,0538-85-1800 / 0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/health-promotion/,True,False,True,28801
/life/health-medical/holiday-night-emergency-care/,森町の休日夜間の急患は、まず公立森町病院への電話連絡を確認する | 森町ライフハック,森町の休日夜間の急患は、まず公立森町病院への電話連絡を確認する,health-medical,trouble,困った・緊急,休日夜間の急患の受診先を知る,森町 休日夜間 急患,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kenkozukurikakari/3/834.html,2026-07-03,merge,/life/health-medical/night-holiday-medical/,P0,大石浩之,作業中,life,holiday-night-emergency-care,detail,健康こども課 / 救急受診そのものは公立森町病院,住民,森町には独自の急患診療所がなく、休日・夜間の急患は公立森町病院が窓口になります。受診の前には必ず電話連絡が必要で、深夜帯は原則として救急受診ができない点も知っておきましょう。,0538-85-2181 / 8000,1,https://morimachi.enshu-lifehack.com/life/health-medical/holiday-night-emergency-care/,True,False,True,29535
/life/health-medical/,🏥 健康・医療（森町版トップ） | 森町ライフハック,🏥 健康・医療（森町版トップ）,health-medical,trouble,困った・緊急,医療・検診・障がい福祉の情報を一覧で把握する,森町 医療,https://www.town.morimachi.shizuoka.jp/gyosei/kenko_fukushi/index.html,,keep,,P0,大石浩之,作業中,life,index,hub,健康こども課,住民,森町の健康・医療に関する手続きは、健診・予防接種は健康こども課、障がい福祉は福祉課、国保・特定健診は住民生活課、診療・救急は公立森町病院と、担当が分かれています。まず自分の用件がどの窓口にあたるかを確認しましょう。,0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/,True,False,True,27833
/life/health-medical/mental-health-consulting/,森町のこころの相談は、町の健康相談と県の心の電話・精神科救急ダイヤルを分けて確認する | 森町ライフハック,森町のこころの相談は、町の健康相談と県の心の電話・精神科救急ダイヤルを分けて確認する,health-medical,trouble,困った・緊急,こころの不調を相談する,森町 こころの相談,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/3/567.html,2026-07-03,keep,,P1,大石浩之,作業中,life,mental-health-consulting,detail,住民生活課 / 健康相談は健康こども課,住民 / 家族,森町のこころの相談は、町の健康相談と、静岡県が設けている「心の電話」「精神科救急情報ダイヤル」を分けて知っておくと使いやすくなります。緊急度や相談内容に応じて窓口を選びましょう。,0538-37-5560 / 0538-85-1800 / 054-253-9905,1,https://morimachi.enshu-lifehack.com/life/health-medical/mental-health-consulting/,True,False,True,28522
/life/health-medical/night-holiday-medical/,森町の夜間・休日の急患は、まず公立森町病院への電話連絡を確認する | 森町ライフハック,森町の夜間・休日の急患は、まず公立森町病院への電話連絡を確認する,health-medical,trouble,困った・緊急,夜間・休日に具合が悪くなったときの受診先を決める,森町 夜間 休日 救急,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/kenkokodomoka/kenkozukurikakari/3/834.html,2026-07-03,rewrite,,P0,大石浩之,作業中,life,night-holiday-medical,parent,健康こども課 / 救急受診そのものは公立森町病院,住民 / 保護者,森町には独自の急患診療所がなく、夜間・休日の急患は公立森町病院が窓口になります。受診の前には必ず電話連絡が必要で、深夜帯は原則として救急受診ができない点を先に押さえておきましょう。,0538-85-2181 / 8000,1,https://morimachi.enshu-lifehack.com/life/health-medical/night-holiday-medical/,True,False,True,29246
/life/health-medical/vaccinations/,森町の予防接種は、対象年齢と接種時期・助成内容を先に確認する | 森町ライフハック,森町の予防接種は、対象年齢と接種時期・助成内容を先に確認する,health-medical,trouble,困った・緊急,自分・家族が受ける予防接種を選ぶ,森町 予防接種,https://www.town.morimachi.shizuoka.jp/gyosei/kenko_fukushi/kenkoukanri_kansennshou/5438.html,2026-07-03,keep,,P1,大石浩之,作業中,life,vaccinations,parent,健康こども課,住民 / 保護者,森町の予防接種は、対象年齢・接種時期・助成内容が制度ごとに異なります。高齢者の肺炎球菌予防接種と、風しん予防接種費用助成では手続きの流れも違うので、対象になるものを先に確認しましょう。,0538-85-6330,2,https://morimachi.enshu-lifehack.com/life/health-medical/vaccinations/,True,False,True,29327
/life/housing/build-house/,森町で家を建てる前に、耐震・補助金・結婚新生活支援を確認する。 | 森町ライフハック,森町で家を建てる前に、耐震・補助金・結婚新生活支援を確認する。,housing,property,家・土地,森町で家を建てる前に補助制度を確認する,森町 住宅 補助金,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/izyusankouzyohou/4392.html,2026-07-03,keep,,P2,大石浩之,作業中,life,build-house,detail,定住推進課,建築希望者,森町で家を建てるときは、磐田市のような新築向け独自補助は見当たらない一方、木造住宅の耐震補助と結婚新生活支援補助金が使えるかどうかを先に確認しておくと安心です。着工前の申請が必須な制度もあるため、計画段階での確認が重要です。,0538-85-6321,2,https://morimachi.enshu-lifehack.com/life/housing/build-house/,True,False,True,35733
/life/housing/buy-house/,森町で家を買う前に、固定資産税・空き家バンク・結婚新生活支援を確認する。 | 森町ライフハック,森町で家を買う前に、固定資産税・空き家バンク・結婚新生活支援を確認する。,housing,property,家・土地,森町で家を買う前に確認することを知る,森町 家 購入,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/2/379.html,2026-07-03,keep,,P2,大石浩之,作業中,life,buy-house,detail,税務課 / 定住推進課,購入検討者,森町で家を買うときは、購入そのものへの町独自補助は見当たりませんが、固定資産税の仕組みを知っておくこと、中古物件なら空き家バンクも選択肢に入れること、結婚を機にした購入なら結婚新生活支援補助金の対象になり得ることを確認しておきましょう。,0538-85-6309 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/housing/buy-house/,True,False,True,35892
/life/housing/clean-parents-house/,森町で親の家を片付けるときは、ごみ分別・空き家対策・空き家バンクを確認する。 | 森町ライフハック,森町で親の家を片付けるときは、ごみ分別・空き家対策・空き家バンクを確認する。,housing,property,家・土地,親の家の片付けを進める,森町 実家 片付け,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/692.html,2026-07-03,keep,,P1,大石浩之,作業中,life,clean-parents-house,detail,住民生活課 / 定住推進課,家族,森町で親の家を片付けるときは、まず家庭ごみの分別ルールを確認し、片付け後に空き家として残す場合は空き家対策・空き家バンクの窓口も合わせて確認しておくとスムーズです。,0538-85-6314 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/housing/clean-parents-house/,True,False,True,35565
/life/housing/earthquake-demolition/,森町の耐震・解体は、木造住宅の耐震診断・改修・解体助成を確認する。 | 森町ライフハック,森町の耐震・解体は、木造住宅の耐震診断・改修・解体助成を確認する。,housing,property,家・土地,耐震診断・改修・解体の助成を使う,森町 耐震 解体 補助,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/sumaishiengakari/1/558.html,2026-07-03,keep,,P1,大石浩之,作業中,life,earthquake-demolition,detail,定住推進課,所有者,森町の耐震・解体は、木造住宅なら無料の耐震診断から改修工事助成・解体工事助成まで一連の流れで確認でき、工事着手前の申請が必須という共通ルールを押さえることが大切です。,0538-85-6321,2,https://morimachi.enshu-lifehack.com/life/housing/earthquake-demolition/,True,False,True,34722
/life/housing/,🏠 家・住まい（森町版） | 森町ライフハック,🏠 家・住まい（森町版）,housing,property,家・土地,住まい・空き家・不動産の情報を一覧で把握する,森町 住まい,https://www.town.morimachi.shizuoka.jp/,2026-07-04,keep,,P1,大石浩之,作業中,life,index,hub,,住民,森町の「家・住まい」では、家を建てる・買う・売る・借りる、実家の片付けや空き家対策、町営住宅、固定資産税まで、暮らしにまつわる住まいの手続きをまとめて確認できます。,0538-85-6321,1,https://morimachi.enshu-lifehack.com/life/housing/,True,False,True,32242
/life/housing/municipal-housing/,森町の町営住宅は、募集条件・収入・必要書類を先に確認する。 | 森町ライフハック,森町の町営住宅は、募集条件・収入・必要書類を先に確認する。,housing,property,家・土地,町営住宅の募集条件と申込みを確認する,森町 町営住宅,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/sumaishiengakari/4/412.html,2026-07-03,keep,,P2,大石浩之,作業中,life,municipal-housing,detail,定住推進課,入居希望者,森町の町営住宅は6団地・合計121戸あり、収入基準や同居親族の有無などの募集条件を満たす必要があります。募集は年4回程度と限られているため、条件と必要書類を先に確認してから申し込むとスムーズです。,0538-85-6321,1,https://morimachi.enshu-lifehack.com/life/housing/municipal-housing/,True,False,True,33678
/life/housing/property-tax/,森町の土地・家屋の税金は、固定資産税・都市計画税の課税内容と手続きを分けて確認する | 森町ライフハック,森町の土地・家屋の税金は、固定資産税・都市計画税の課税内容と手続きを分けて確認する,housing,property,家・土地,土地・家屋の固定資産税の中身を確認する,森町 固定資産税,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/zeimuka/shisanzeigakari/1/koteitosikeizenpan/539.html,2026-07-03,keep,,P1,大石浩之,作業中,life,property-tax,detail,税務課,所有者,森町の土地・家屋にかかる固定資産税・都市計画税は、年4回の納期と納税通知書の内容を分けて理解しておくと、納め忘れや書類紛失を防げます。,0538-85-6309,2,https://morimachi.enshu-lifehack.com/life/housing/property-tax/,True,False,True,33193
/life/housing/public-housing-consultation/,森町で住まいに困ったら、状況と緊急度を先に分ける | 森町ライフハック,森町で住まいに困ったら、状況と緊急度を先に分ける,housing,property,家・土地,住むところに困ったときの相談先を知る,森町 住まい 相談,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/ijuteiju/akiyabank/index.html,2026-07-04,keep,,P1,大石浩之,作業中,life,public-housing-consultation,detail,定住推進課 / 住民生活課,生活困窮者,「住まいの相談窓口」とひとことで言っても、困りごとの中身によって行き先が変わります。町営住宅の空き状況を知りたいのか、家賃が払えず不安なのか、空き家を借りたいのかを先に整理すると、電話一本で担当窓口に迷わずたどり着けます。,0538-85-2111 / 0538-85-6312 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/housing/public-housing-consultation/,True,False,True,35552
/life/housing/rent-house/,森町で賃貸を探すなら、空き家バンクと町営住宅の両方を確認する | 森町ライフハック,森町で賃貸を探すなら、空き家バンクと町営住宅の両方を確認する,housing,property,家・土地,森町で借りられる住まいを探す,森町 賃貸 町営住宅,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/2/379.html,2026-07-04,keep,,P2,大石浩之,作業中,life,rent-house,detail,定住推進課,入居希望者,森町で賃貸を探すときは、町が民間賃貸情報をまとめて紹介する仕組みはないため、空き家バンクの賃貸物件と町営住宅を町の制度として押さえつつ、民間の不動産業者・ポータルサイトも合わせて探すのが現実的です。,0538-85-6321,4,https://morimachi.enshu-lifehack.com/life/housing/rent-house/,True,False,True,34921
/life/housing/sell-house/,森町で家を売る前に、固定資産税・空き家バンクを確認する | 森町ライフハック,森町で家を売る前に、固定資産税・空き家バンクを確認する,housing,property,家・土地,森町で家を売る前に確認することを知る,森町 家 売却,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/ijukoryugakari/2/2/379.html,2026-07-03,keep,,P1,大石浩之,作業中,life,sell-house,detail,税務課 / 定住推進課,所有者,森町で家を売る前に、固定資産税の納税義務の考え方と、空き家状態なら空き家バンクの活用を確認しておくと、売却の進め方がイメージしやすくなります。,0538-85-6309 / 0538-85-6321,2,https://morimachi.enshu-lifehack.com/life/housing/sell-house/,True,False,True,33748
/life/housing/vacant-house/,森町の空き家は、空家等対策計画・空き家バンク・固定資産税を同時に整理する | 森町ライフハック,森町の空き家は、空家等対策計画・空き家バンク・固定資産税を同時に整理する,housing,property,家・土地,空き家の制度（対策計画・バンク・税）を整理する,森町 空き家,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/teijusuishinka/sumaishiengakari/2/2222.html,2026-07-03,keep,,P0,大石浩之,作業中,life,vacant-house,parent,定住推進課 / 税務課,所有者,森町の空き家は、第2期森町空家等対策計画・空き家バンク・固定資産税の3つを同時に整理しておくと、放置せず早めに動くべき理由と選択肢がはっきりします。,0538-85-6309 / 0538-85-6321,3,https://morimachi.enshu-lifehack.com/life/housing/vacant-house/,True,False,True,35243
/life/living-soon/about-morimachi/,森町で暮らす前に、地図だけでは見えない生活の手触りを確認する。 | 森町ライフハック,森町で暮らす前に、地図だけでは見えない生活の手触りを確認する。,living-soon,procedures,手続きしたい,森町での暮らしの実際を知る,森町 住みやすさ,https://www.town.morimachi.shizuoka.jp/ijyu/index.html,2026-07-03,keep,,P3,大石浩之,作業中,life,about-morimachi,detail,定住推進課,移住検討者,森町への引っ越しを考えるとき、地図だけではわからない生活の手触りを先に確認しておくと安心です。移住定住総合サイトでは就職支援・子育て支援・移住のステップ・空き家バンクなどをまとめて案内しています。,0538-85-2111,3,https://morimachi.enshu-lifehack.com/life/living-soon/about-morimachi/,True,False,True,31266
/life/living-soon/bus-license-return/,運転免許を返したあとも、森町で困らずに動ける道を先に整える。 | 森町ライフハック,運転免許を返したあとも、森町で困らずに動ける道を先に整える。,living-soon,care,親・介護,免許返納後の移動手段を確保する,森町 免許返納,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/hokenfukushika/shogaifukushikakari/8/2533.html,2026-07-03,merge,/life/parents-care/elderly-transportation/,P2,大石浩之,作業中,life,bus-license-return,detail,福祉課 / 政策企画課,高齢者 / 家族,運転免許を返納したあとも、森町で困らずに動ける手段を先に整えておくと安心です。町では75歳以上などを対象にした公共交通利用券の助成や、一宮・園田地区での地域タクシーの本格運行が進んでいます。移住前・返納前に使える制度を確認しておきましょう。,0538-85-1800 / 0538-85-6305,3,https://morimachi.enshu-lifehack.com/life/living-soon/bus-license-return/,True,False,True,31986
/life/living-soon/disaster-risk/,引っ越す前に、候補地が洪水・土砂災害に強い場所か確かめる。 | 森町ライフハック,引っ越す前に、候補地が洪水・土砂災害に強い場所か確かめる。,living-soon,trouble,困った・緊急,住む候補地の災害リスクを確かめる,森町 ハザードマップ 土地,https://www.town.morimachi.shizuoka.jp/gyosei/bosai_anzen/bosai/hazardmap/1255.html,2026-07-03,keep,,P1,大石浩之,作業中,life,disaster-risk,detail,危機管理課,移住検討者 / 住宅取得者,引っ越し先を決める前に、候補地が洪水・土砂災害に強い場所かどうかを確かめておくことは大切です。森町では地区別のハザードマップやため池ハザードマップが公開されており、危機管理課で内容を確認できます。住まい探しの段階で目を通しておきましょう。,0538-85-6302 / 0538-85-6315,3,https://morimachi.enshu-lifehack.com/life/living-soon/disaster-risk/,True,False,True,31287
/life/living-soon/,🏡 これから暮らす | 森町ライフハック,🏡 これから暮らす,living-soon,procedures,手続きしたい,森町へ移り住む前に確認することを把握する,森町 移住,https://www.town.morimachi.shizuoka.jp/ijyu/index.html,,keep,,P2,大石浩之,作業中,life,index,hub,定住推進課,移住検討者,森町への引っ越し・移住を考えるときに気になることを、免許返納後の移動手段、災害リスク、引っ越し手続き、学区、移動手段、移住支援まで、テーマ別に整理しました。まずは気になる項目から確認してみてください。,0538-85-2111,2,https://morimachi.enshu-lifehack.com/life/living-soon/,True,False,True,25667
/life/living-soon/moving-decided/,引っ越しが決まったら、何をいつまでにやるかを順番に整理する。 | 森町ライフハック,引っ越しが決まったら、何をいつまでにやるかを順番に整理する。,living-soon,procedures,手続きしたい,引っ越しが決まってからの段取りを立てる,引っ越し やることリスト,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/koseki_juminhyo_inkanshomei/2940.html,2026-07-03,keep,,P1,大石浩之,作業中,life,moving-decided,parent,住民生活課,引っ越す人,引っ越しが決まったら、何をいつまでにやるかを順番に整理しておくと、当日になって慌てずに済みます。森町の転入・転出・転居の届出や住民票などの証明書は、住民生活課 住民係が窓口です。必要な書類を先に確認しておきましょう。,0538-85-2111 / 0538-85-6312,3,https://morimachi.enshu-lifehack.com/life/living-soon/moving-decided/,True,False,True,31968
/life/living-soon/school-districts/,引っ越し先で、子どもがどの小中学校に通うのかを先に確かめる。 | 森町ライフハック,引っ越し先で、子どもがどの小中学校に通うのかを先に確かめる。,living-soon,family,子ども・家族,引っ越し先の通学区を調べる,森町 学区,https://www.town.morimachi.shizuoka.jp/morikko/sodachi/4787.html,2026-07-03,merge,/life/education/school-zones/,P2,大石浩之,作業中,life,school-districts,detail,教育委員会,保護者,引っ越し先で子どもがどの小中学校に通うのかは、住まいを決める前に確かめておきたいポイントです。森町には小学校3校・中学校2校がありますが、詳しい学区の地図や一覧はサイト上に見当たらないため、教育委員会 学校教育課への個別確認が確実です。,0538-85-1112,2,https://morimachi.enshu-lifehack.com/life/living-soon/school-districts/,True,False,True,29464
/life/living-soon/transportation/,住む地区を決める前に、森町での移動手段を先に確かめる。 | 森町ライフハック,住む地区を決める前に、森町での移動手段を先に確かめる。,living-soon,procedures,手続きしたい,住む地区を決める前に移動手段を確かめる,森町 交通 移動手段,https://www.town.morimachi.shizuoka.jp/gyosei/kurashi_tetsuzuki/kokyokotsu/1580.html,2026-07-03,merge,/life/start-living/public-transit/,P2,大石浩之,作業中,life,transportation,detail,政策企画課,移住検討者,住む地区を決める前に、森町での移動手段を先に確かめておくと、引っ越し後の生活がイメージしやすくなります。鉄道は天竜浜名湖鉄道、バスは秋葉バスサービス、タクシーは静岡県タクシー協会加盟業者が利用でき、一宮・園田地区では地域タクシーも本格運行し…,0538-85-6305,3,https://morimachi.enshu-lifehack.com/life/living-soon/transportation/,True,False,True,31090
/life/living-soon/want-to-live/,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを森町で考える。 | 森町ライフハック,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを森町で考える。,living-soon,procedures,手続きしたい,森町で広い家に住む選択肢を検討する,森町 田舎暮らし,https://www.town.morimachi.shizuoka.jp/gyosei/sangyo_shigoto/shushokushien/2709.html,2026-07-03,keep,,P3,大石浩之,作業中,life,want-to-live,detail,産業政策課 / 定住推進課,移住検討者,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを森町で考えているなら、移住・就業支援金や移住定住総合サイトの案内を確認しておきましょう。東京圏からの移住・就業には支援金の対象になり得るケースもあります。,0538-85-2111 / 0538-85-6319,3,https://morimachi.enshu-lifehack.com/life/living-soon/want-to-live/,True,False,True,31913
/life/moving-out/bulk-garbage-cleaning/,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で | 森町ライフハック,転出前の片付けは、粗大ごみは中遠広域施設へ・家電は家電リサイクル法対応で,moving-out,procedures,手続きしたい,転出前の不用品・粗大ごみを処分する,森町 引っ越し ごみ 処分,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/1/1/1063.html,2026-07-04,keep,,P2,大石浩之,作業中,life,bulk-garbage-cleaning,detail,住民生活課,転出者,森町から転出する前は、粗大ごみと家電の処分方法を先に確認しておくと片付けがスムーズです。多量の粗大ごみは持ち込み施設、テレビ・エアコンなどの家電は家電リサイクル法対象で町の収集の対象外になります。,0538-85-6314,2,https://morimachi.enshu-lifehack.com/life/moving-out/bulk-garbage-cleaning/,True,False,True,31049
/life/moving-out/dog-ownership-change/,犬の登録変更は、森町発行の愛犬カードと鑑札を持って転出先の役所へ | 森町ライフハック,犬の登録変更は、森町発行の愛犬カードと鑑札を持って転出先の役所へ,moving-out,procedures,手続きしたい,転出時の犬の登録変更をする,森町 犬 転出 登録変更,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/seikatsukankyokakari/2/693.html,2026-07-03,keep,,P3,大石浩之,作業中,life,dog-ownership-change,detail,住民生活課,飼い主,森町から犬と一緒に転出するときは、森町発行の「愛犬カード」と「鑑札」を必ず持って、新しい住所地の役所で登録変更の手続きを行いましょう。町内での引っ越しでも同様の持ち物が必要です。,0538-85-6314,2,https://morimachi.enshu-lifehack.com/life/moving-out/dog-ownership-change/,True,False,True,29484
/life/moving-out/,📦 新しい場所へ（転出時の手続きまとめ） | 森町ライフハック,📦 新しい場所へ（転出時の手続きまとめ）,moving-out,procedures,手続きしたい,森町から引っ越すときの手続きを一覧で把握する,森町 転出 手続き,https://www.town.morimachi.shizuoka.jp/,,keep,,P2,大石浩之,作業中,life,index,hub,,転出者,森町から転出するときは、転出届・水道の廃止・ごみの片付け・犬の登録変更・子どもの保育所や学校の手続きなど、いくつもの窓口をまわる必要があります。ここでは転出にまつわる手続きを、目的別のリンクとしてまとめました。,,1,https://morimachi.enshu-lifehack.com/life/moving-out/,True,False,True,28998
/life/moving-out/move-out-notice/,転出届は引っ越し予定日の14日前から住民生活課住民係で | 森町ライフハック,転出届は引っ越し予定日の14日前から住民生活課住民係で,moving-out,procedures,手続きしたい,転出届をいつどこで出すか確認する,森町 転出届,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/juminseikatsuka/juminkakari/2/3/2902.html,2026-07-03,keep,,P1,大石浩之,作業中,life,move-out-notice,detail,住民生活課,転出者,森町からの転出届は、引っ越し予定日の14日前から住民生活課住民係で受け付けています。必要書類をそろえて窓口に行くか、マイナンバーカードがあればオンラインでも提出できます。,0538-85-6312,1,https://morimachi.enshu-lifehack.com/life/moving-out/move-out-notice/,True,False,True,29679
/life/moving-out/moving-away/,森町から引っ越すときは、転出届と水道廃止・ごみ・学校の手続きを一緒に確認する | 森町ライフハック,森町から引っ越すときは、転出届と水道廃止・ごみ・学校の手続きを一緒に確認する,moving-out,procedures,手続きしたい,転出時に必要な手続きをまとめて片づける,森町 転出 やること,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/morimachiyakuba/hikkoshi_shinseikatsu/index.html,2026-07-03,keep,,P1,大石浩之,作業中,life,moving-away,parent,住民生活課 / 上下水道課,転出者,森町から引っ越すときは、転出届と水道の廃止手続きをまず確認し、あわせてごみの片付けや学校・保育所の手続きも進めましょう。担当課がそれぞれ異なるため、早めに動くのがポイントです。,0538-85-6312,2,https://morimachi.enshu-lifehack.com/life/moving-out/moving-away/,True,False,True,29998
